;;;weiblich;männlich;
2001;Gebärmutterkörper (C54-C55);50 - 54;686;x;
2001;Gebärmutterkörper (C54-C55);55 - 59;1.131;x;
2001;Gebärmutterkörper (C54-C55);60 - 64;1.763;x;
2001;Gebärmutterkörper (C54-C55);65 - 69;1.637;x;
2001;Gebärmutterkörper (C54-C55);70 - 74;1.578;x;
2001;Gebärmutterkörper (C54-C55);75 - 79;1.756;x;
2001;Gebärmutterkörper (C54-C55);80 - 84;1.107;x;
2001;Gebärmutterkörper (C54-C55);85+;801;x;
2001;Eierstöcke (C56);0 - 4;1;x;
2001;Eierstöcke (C56);5 - 9;3;x;
2001;Eierstöcke (C56);10 - 14;14;x;
2001;Eierstöcke (C56);15 - 19;40;x;
2001;Eierstöcke (C56);20 - 24;42;x;
2001;Eierstöcke (C56);25 - 29;61;x;
2001;Eierstöcke (C56);30 - 34;92;x;
2001;Eierstöcke (C56);35 - 39;225;x;
2001;Eierstöcke (C56);40 - 44;333;x;
2001;Eierstöcke (C56);45 - 49;568;x;
2001;Eierstöcke (C56);50 - 54;721;x;
2001;Eierstöcke (C56);55 - 59;711;x;
2001;Eierstöcke (C56);60 - 64;1.237;x;
2001;Eierstöcke (C56);65 - 69;1.140;x;
2001;Eierstöcke (C56);70 - 74;1.154;x;
2001;Eierstöcke (C56);75 - 79;1.257;x;
2001;Eierstöcke (C56);80 - 84;855;x;
2001;Eierstöcke (C56);85+;731;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;5;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;7;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;0;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;17;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;39;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;29;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;55;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;46;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;63;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;49;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;62;x;
2001;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;63;x;
2001;Plazenta (C58);0 - 4;0;x;
2001;Plazenta (C58);5 - 9;0;x;
2001;Plazenta (C58);10 - 14;0;x;
2001;Plazenta (C58);15 - 19;0;x;
2001;Plazenta (C58);20 - 24;12;x;
2001;Plazenta (C58);25 - 29;1;x;
2001;Plazenta (C58);30 - 34;4;x;
2001;Plazenta (C58);35 - 39;0;x;
2001;Plazenta (C58);40 - 44;1;x;
2001;Plazenta (C58);45 - 49;0;x;
2001;Plazenta (C58);50 - 54;0;x;
2001;Plazenta (C58);55 - 59;0;x;
2001;Plazenta (C58);60 - 64;0;x;
2001;Plazenta (C58);65 - 69;0;x;
2001;Plazenta (C58);70 - 74;0;x;
2001;Plazenta (C58);75 - 79;0;x;
2001;Plazenta (C58);80 - 84;0;x;
2001;Plazenta (C58);85+;0;x;
2001;Penis (C60);0 - 4;x;0;
2001;Penis (C60);5 - 9;x;0;
2001;Penis (C60);10 - 14;x;0;
2001;Penis (C60);15 - 19;x;0;
2001;Penis (C60);20 - 24;x;0;
2001;Penis (C60);25 - 29;x;0;
2001;Penis (C60);30 - 34;x;7;
2001;Penis (C60);35 - 39;x;2;
2001;Penis (C60);40 - 44;x;9;
2001;Penis (C60);45 - 49;x;32;
2001;Penis (C60);50 - 54;x;40;
2001;Penis (C60);55 - 59;x;67;
2001;Penis (C60);60 - 64;x;89;
2001;Penis (C60);65 - 69;x;66;
2001;Penis (C60);70 - 74;x;79;
2001;Penis (C60);75 - 79;x;42;
2001;Penis (C60);80 - 84;x;26;
2001;Penis (C60);85+;x;53;
2001;Prostata (C61);0 - 4;x;1;
2001;Prostata (C61);5 - 9;x;1;
2001;Prostata (C61);10 - 14;x;0;
2001;Prostata (C61);15 - 19;x;0;
2001;Prostata (C61);20 - 24;x;5;
2001;Prostata (C61);25 - 29;x;0;
2001;Prostata (C61);30 - 34;x;10;
2001;Prostata (C61);35 - 39;x;7;
2001;Prostata (C61);40 - 44;x;44;
2001;Prostata (C61);45 - 49;x;328;
2001;Prostata (C61);50 - 54;x;874;
2001;Prostata (C61);55 - 59;x;2.841;
2001;Prostata (C61);60 - 64;x;8.452;
2001;Prostata (C61);65 - 69;x;10.173;
2001;Prostata (C61);70 - 74;x;10.159;
2001;Prostata (C61);75 - 79;x;7.689;
2001;Prostata (C61);80 - 84;x;3.868;
2001;Prostata (C61);85+;x;3.678;
2001;Hoden (C62);0 - 4;x;11;
2001;Hoden (C62);5 - 9;x;0;
2001;Hoden (C62);10 - 14;x;2;
2001;Hoden (C62);15 - 19;x;121;
2001;Hoden (C62);20 - 24;x;308;
2001;Hoden (C62);25 - 29;x;467;
2001;Hoden (C62);30 - 34;x;749;
2001;Hoden (C62);35 - 39;x;810;
2001;Hoden (C62);40 - 44;x;592;
2001;Hoden (C62);45 - 49;x;288;
2001;Hoden (C62);50 - 54;x;176;
2001;Hoden (C62);55 - 59;x;96;
2001;Hoden (C62);60 - 64;x;76;
2001;Hoden (C62);65 - 69;x;65;
2001;Hoden (C62);70 - 74;x;29;
2001;Hoden (C62);75 - 79;x;14;
2001;Hoden (C62);80 - 84;x;10;
2001;Hoden (C62);85+;x;12;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;0;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;0;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;2;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;0;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;1;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;0;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;16;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;13;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;7;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;14;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;19;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;10;
2001;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;13;
2001;Niere (C64);0 - 4;40;40;
2001;Niere (C64);5 - 9;16;6;
2001;Niere (C64);10 - 14;2;2;
2001;Niere (C64);15 - 19;2;0;
2001;Niere (C64);20 - 24;10;14;
2001;Niere (C64);25 - 29;5;12;
2001;Niere (C64);30 - 34;37;51;
2001;Niere (C64);35 - 39;59;103;
2001;Niere (C64);40 - 44;134;221;
2001;Niere (C64);45 - 49;176;384;
2001;Niere (C64);50 - 54;320;636;
2001;Niere (C64);55 - 59;422;956;
2001;Niere (C64);60 - 64;652;1.577;
2001;Niere (C64);65 - 69;794;1.329;
2001;Niere (C64);70 - 74;865;1.351;
2001;Niere (C64);75 - 79;887;796;
2001;Niere (C64);80 - 84;413;446;
2001;Niere (C64);85+;426;297;
2001;Nierenbecken (C65);0 - 4;0;0;
2001;Nierenbecken (C65);5 - 9;0;0;
2001;Nierenbecken (C65);10 - 14;0;0;
2001;Nierenbecken (C65);15 - 19;0;0;
2001;Nierenbecken (C65);20 - 24;0;6;
2001;Nierenbecken (C65);25 - 29;0;0;
2001;Nierenbecken (C65);30 - 34;1;0;
2001;Nierenbecken (C65);35 - 39;0;8;
2001;Nierenbecken (C65);40 - 44;7;2;
2001;Nierenbecken (C65);45 - 49;7;24;
2001;Nierenbecken (C65);50 - 54;28;21;
2001;Nierenbecken (C65);55 - 59;17;37;
2001;Nierenbecken (C65);60 - 64;42;108;
2001;Nierenbecken (C65);65 - 69;45;110;
2001;Nierenbecken (C65);70 - 74;90;115;
2001;Nierenbecken (C65);75 - 79;84;91;
2001;Nierenbecken (C65);80 - 84;93;42;
2001;Nierenbecken (C65);85+;54;34;
2001;Harnleiter (C66);0 - 4;0;0;
2001;Harnleiter (C66);5 - 9;0;0;
2001;Harnleiter (C66);10 - 14;0;0;
2001;Harnleiter (C66);15 - 19;0;0;
2001;Harnleiter (C66);20 - 24;0;0;
2001;Harnleiter (C66);25 - 29;0;0;
2001;Harnleiter (C66);30 - 34;0;0;
2001;Harnleiter (C66);35 - 39;1;6;
2001;Harnleiter (C66);40 - 44;0;1;
2001;Harnleiter (C66);45 - 49;1;6;
2001;Harnleiter (C66);50 - 54;7;5;
2001;Harnleiter (C66);55 - 59;0;20;
2001;Harnleiter (C66);60 - 64;40;39;
2001;Harnleiter (C66);65 - 69;19;65;
2001;Harnleiter (C66);70 - 74;27;51;
2001;Harnleiter (C66);75 - 79;57;83;
2001;Harnleiter (C66);80 - 84;24;15;
2001;Harnleiter (C66);85+;13;34;
2001;Harnblase (C67);0 - 4;1;2;
2001;Harnblase (C67);5 - 9;0;2;
2001;Harnblase (C67);10 - 14;2;1;
2001;Harnblase (C67);15 - 19;0;0;
2001;Harnblase (C67);20 - 24;0;2;
2001;Harnblase (C67);25 - 29;1;8;
2001;Harnblase (C67);30 - 34;12;9;
2001;Harnblase (C67);35 - 39;25;53;
2001;Harnblase (C67);40 - 44;51;96;
2001;Harnblase (C67);45 - 49;46;184;
2001;Harnblase (C67);50 - 54;111;380;
2001;Harnblase (C67);55 - 59;172;729;
2001;Harnblase (C67);60 - 64;323;1.419;
2001;Harnblase (C67);65 - 69;446;1.710;
2001;Harnblase (C67);70 - 74;611;2.094;
2001;Harnblase (C67);75 - 79;804;1.864;
2001;Harnblase (C67);80 - 84;540;1.062;
2001;Harnblase (C67);85+;942;1.013;
2001;sonstg./n.n.bez. Harnorgane (C68);0 - 4;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);5 - 9;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);10 - 14;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);15 - 19;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);20 - 24;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);25 - 29;7;0;
2001;sonstg./n.n.bez. Harnorgane (C68);30 - 34;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);35 - 39;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);40 - 44;0;0;
2001;sonstg./n.n.bez. Harnorgane (C68);45 - 49;6;5;
2001;sonstg./n.n.bez. Harnorgane (C68);50 - 54;8;13;
2001;sonstg./n.n.bez. Harnorgane (C68);55 - 59;12;14;
2001;sonstg./n.n.bez. Harnorgane (C68);60 - 64;8;57;
2001;sonstg./n.n.bez. Harnorgane (C68);65 - 69;12;29;
2001;sonstg./n.n.bez. Harnorgane (C68);70 - 74;48;48;
2001;sonstg./n.n.bez. Harnorgane (C68);75 - 79;28;68;
2001;sonstg./n.n.bez. Harnorgane (C68);80 - 84;24;44;
2001;sonstg./n.n.bez. Harnorgane (C68);85+;31;26;
2001;Auge (C69);0 - 4;20;23;
2001;Auge (C69);5 - 9;4;3;
2001;Auge (C69);10 - 14;2;2;
2001;Auge (C69);15 - 19;0;0;
2001;Auge (C69);20 - 24;0;1;
2001;Auge (C69);25 - 29;1;7;
2001;Auge (C69);30 - 34;1;3;
2001;Auge (C69);35 - 39;15;8;
2001;Auge (C69);40 - 44;23;20;
2001;Auge (C69);45 - 49;20;17;
2001;Auge (C69);50 - 54;24;16;
2001;Auge (C69);55 - 59;11;30;
2001;Auge (C69);60 - 64;52;29;
2001;Auge (C69);65 - 69;59;56;
2001;Auge (C69);70 - 74;55;40;
2001;Auge (C69);75 - 79;59;10;
2001;Auge (C69);80 - 84;43;13;
2001;Auge (C69);85+;50;42;
2001;Zentrales Nervensystem (C70-C72);0 - 4;37;45;
2001;Zentrales Nervensystem (C70-C72);5 - 9;46;47;
2001;Zentrales Nervensystem (C70-C72);10 - 14;22;44;
2001;Zentrales Nervensystem (C70-C72);15 - 19;38;31;
2001;Zentrales Nervensystem (C70-C72);20 - 24;42;48;
2001;Zentrales Nervensystem (C70-C72);25 - 29;45;73;
2001;Zentrales Nervensystem (C70-C72);30 - 34;110;96;
2001;Zentrales Nervensystem (C70-C72);35 - 39;88;197;
2001;Zentrales Nervensystem (C70-C72);40 - 44;152;217;
2001;Zentrales Nervensystem (C70-C72);45 - 49;140;220;
2001;Zentrales Nervensystem (C70-C72);50 - 54;156;258;
2001;Zentrales Nervensystem (C70-C72);55 - 59;237;334;
2001;Zentrales Nervensystem (C70-C72);60 - 64;369;548;
2001;Zentrales Nervensystem (C70-C72);65 - 69;333;467;
2001;Zentrales Nervensystem (C70-C72);70 - 74;396;423;
2001;Zentrales Nervensystem (C70-C72);75 - 79;258;212;
2001;Zentrales Nervensystem (C70-C72);80 - 84;175;111;
2001;Zentrales Nervensystem (C70-C72);85+;179;41;
2001;Schilddrüse (C73);0 - 4;0;0;
2001;Schilddrüse (C73);5 - 9;3;4;
2001;Schilddrüse (C73);10 - 14;6;2;
2001;Schilddrüse (C73);15 - 19;45;13;
2001;Schilddrüse (C73);20 - 24;64;22;
2001;Schilddrüse (C73);25 - 29;75;43;
2001;Schilddrüse (C73);30 - 34;149;44;
2001;Schilddrüse (C73);35 - 39;244;85;
2001;Schilddrüse (C73);40 - 44;226;81;
2001;Schilddrüse (C73);45 - 49;285;91;
2001;Schilddrüse (C73);50 - 54;319;149;
2001;Schilddrüse (C73);55 - 59;218;114;
2001;Schilddrüse (C73);60 - 64;313;153;
2001;Schilddrüse (C73);65 - 69;242;118;
2001;Schilddrüse (C73);70 - 74;223;126;
2001;Schilddrüse (C73);75 - 79;259;73;
2001;Schilddrüse (C73);80 - 84;78;28;
2001;Schilddrüse (C73);85+;148;23;
2001;Nebenniere (C74);0 - 4;26;38;
2001;Nebenniere (C74);5 - 9;2;2;
2001;Nebenniere (C74);10 - 14;0;0;
2001;Nebenniere (C74);15 - 19;0;6;
2001;Nebenniere (C74);20 - 24;0;12;
2001;Nebenniere (C74);25 - 29;0;0;
2001;Nebenniere (C74);30 - 34;8;0;
2001;Nebenniere (C74);35 - 39;9;0;
2001;Nebenniere (C74);40 - 44;2;6;
2001;Nebenniere (C74);45 - 49;1;3;
2001;Nebenniere (C74);50 - 54;13;3;
2001;Nebenniere (C74);55 - 59;8;25;
2001;Nebenniere (C74);60 - 64;14;6;
2001;Nebenniere (C74);65 - 69;9;19;
2001;Nebenniere (C74);70 - 74;2;7;
2001;Nebenniere (C74);75 - 79;17;8;
2001;Nebenniere (C74);80 - 84;2;3;
2001;Nebenniere (C74);85+;2;0;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;0;0;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;0;1;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;0;0;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;0;3;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;0;4;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;0;1;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;7;0;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;0;8;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;1;0;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;1;1;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;10;2;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;1;1;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;2;9;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;0;9;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;6;17;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;7;2;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;5;1;
2001;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;0;0;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;0;0;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;0;3;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;0;4;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;0;0;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;0;23;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;4;2;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;32;27;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;41;51;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;55;63;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;164;272;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;223;283;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;287;430;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;422;763;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;432;755;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;636;813;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;882;693;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;904;561;
2001;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.389;509;
2001;Morbus Hodgkin (C81);0 - 4;0;3;
2001;Morbus Hodgkin (C81);5 - 9;6;20;
2001;Morbus Hodgkin (C81);10 - 14;34;24;
2001;Morbus Hodgkin (C81);15 - 19;92;96;
2001;Morbus Hodgkin (C81);20 - 24;84;96;
2001;Morbus Hodgkin (C81);25 - 29;72;66;
2001;Morbus Hodgkin (C81);30 - 34;104;108;
2001;Morbus Hodgkin (C81);35 - 39;62;110;
2001;Morbus Hodgkin (C81);40 - 44;43;77;
2001;Morbus Hodgkin (C81);45 - 49;33;83;
2001;Morbus Hodgkin (C81);50 - 54;62;35;
2001;Morbus Hodgkin (C81);55 - 59;33;69;
2001;Morbus Hodgkin (C81);60 - 64;64;64;
2001;Morbus Hodgkin (C81);65 - 69;27;66;
2001;Morbus Hodgkin (C81);70 - 74;26;95;
2001;Morbus Hodgkin (C81);75 - 79;45;49;
2001;Morbus Hodgkin (C81);80 - 84;51;24;
2001;Morbus Hodgkin (C81);85+;18;30;
2001;Non-Hodgkin-Lymphome (C82-C88);0 - 4;7;21;
2001;Non-Hodgkin-Lymphome (C82-C88);5 - 9;11;29;
2001;Non-Hodgkin-Lymphome (C82-C88);10 - 14;19;35;
2001;Non-Hodgkin-Lymphome (C82-C88);15 - 19;19;53;
2001;Non-Hodgkin-Lymphome (C82-C88);20 - 24;33;73;
2001;Non-Hodgkin-Lymphome (C82-C88);25 - 29;50;42;
2001;Non-Hodgkin-Lymphome (C82-C88);30 - 34;86;129;
2001;Non-Hodgkin-Lymphome (C82-C88);35 - 39;135;184;
2001;Non-Hodgkin-Lymphome (C82-C88);40 - 44;157;257;
2001;Non-Hodgkin-Lymphome (C82-C88);45 - 49;200;301;
2001;Non-Hodgkin-Lymphome (C82-C88);50 - 54;398;436;
2001;Non-Hodgkin-Lymphome (C82-C88);55 - 59;484;594;
2001;Non-Hodgkin-Lymphome (C82-C88);60 - 64;860;847;
2001;Non-Hodgkin-Lymphome (C82-C88);65 - 69;725;935;
2001;Non-Hodgkin-Lymphome (C82-C88);70 - 74;954;866;
2001;Non-Hodgkin-Lymphome (C82-C88);75 - 79;976;720;
2001;Non-Hodgkin-Lymphome (C82-C88);80 - 84;650;370;
2001;Non-Hodgkin-Lymphome (C82-C88);85+;635;261;
2001;Plasmozytom (C90);0 - 4;0;0;
2001;Plasmozytom (C90);5 - 9;0;0;
2001;Plasmozytom (C90);10 - 14;0;0;
2001;Plasmozytom (C90);15 - 19;1;0;
2001;Plasmozytom (C90);20 - 24;0;0;
2001;Plasmozytom (C90);25 - 29;0;0;
2001;Plasmozytom (C90);30 - 34;8;13;
2001;Plasmozytom (C90);35 - 39;4;23;
2001;Plasmozytom (C90);40 - 44;79;59;
2001;Plasmozytom (C90);45 - 49;69;127;
2001;Plasmozytom (C90);50 - 54;140;156;
2001;Plasmozytom (C90);55 - 59;201;171;
2001;Plasmozytom (C90);60 - 64;307;372;
2001;Plasmozytom (C90);65 - 69;317;386;
2001;Plasmozytom (C90);70 - 74;410;625;
2001;Plasmozytom (C90);75 - 79;457;427;
2001;Plasmozytom (C90);80 - 84;336;260;
2001;Plasmozytom (C90);85+;362;167;
2001;Lymphatische Leukämie (C91);0 - 4;134;136;
2001;Lymphatische Leukämie (C91);5 - 9;64;78;
2001;Lymphatische Leukämie (C91);10 - 14;44;58;
2001;Lymphatische Leukämie (C91);15 - 19;28;48;
2001;Lymphatische Leukämie (C91);20 - 24;28;33;
2001;Lymphatische Leukämie (C91);25 - 29;9;37;
2001;Lymphatische Leukämie (C91);30 - 34;35;23;
2001;Lymphatische Leukämie (C91);35 - 39;20;79;
2001;Lymphatische Leukämie (C91);40 - 44;46;54;
2001;Lymphatische Leukämie (C91);45 - 49;98;141;
2001;Lymphatische Leukämie (C91);50 - 54;112;176;
2001;Lymphatische Leukämie (C91);55 - 59;240;223;
2001;Lymphatische Leukämie (C91);60 - 64;242;456;
2001;Lymphatische Leukämie (C91);65 - 69;334;433;
2001;Lymphatische Leukämie (C91);70 - 74;356;472;
2001;Lymphatische Leukämie (C91);75 - 79;362;270;
2001;Lymphatische Leukämie (C91);80 - 84;242;179;
2001;Lymphatische Leukämie (C91);85+;358;221;
2001;Myeloische Leukämie (C92);0 - 4;14;22;
2001;Myeloische Leukämie (C92);5 - 9;12;11;
2001;Myeloische Leukämie (C92);10 - 14;12;12;
2001;Myeloische Leukämie (C92);15 - 19;8;19;
2001;Myeloische Leukämie (C92);20 - 24;31;24;
2001;Myeloische Leukämie (C92);25 - 29;19;39;
2001;Myeloische Leukämie (C92);30 - 34;39;29;
2001;Myeloische Leukämie (C92);35 - 39;36;89;
2001;Myeloische Leukämie (C92);40 - 44;132;113;
2001;Myeloische Leukämie (C92);45 - 49;107;97;
2001;Myeloische Leukämie (C92);50 - 54;90;164;
2001;Myeloische Leukämie (C92);55 - 59;114;205;
2001;Myeloische Leukämie (C92);60 - 64;242;292;
2001;Myeloische Leukämie (C92);65 - 69;230;278;
2001;Myeloische Leukämie (C92);70 - 74;309;360;
2001;Myeloische Leukämie (C92);75 - 79;310;309;
2001;Myeloische Leukämie (C92);80 - 84;286;155;
2001;Myeloische Leukämie (C92);85+;309;138;
2001;Monozytenleukämie (C93);0 - 4;2;4;
2001;Monozytenleukämie (C93);5 - 9;0;1;
2001;Monozytenleukämie (C93);10 - 14;0;1;
2001;Monozytenleukämie (C93);15 - 19;7;0;
2001;Monozytenleukämie (C93);20 - 24;0;0;
2001;Monozytenleukämie (C93);25 - 29;2;1;
2001;Monozytenleukämie (C93);30 - 34;1;3;
2001;Monozytenleukämie (C93);35 - 39;0;8;
2001;Monozytenleukämie (C93);40 - 44;0;2;
2001;Monozytenleukämie (C93);45 - 49;3;0;
2001;Monozytenleukämie (C93);50 - 54;0;16;
2001;Monozytenleukämie (C93);55 - 59;4;14;
2001;Monozytenleukämie (C93);60 - 64;2;19;
2001;Monozytenleukämie (C93);65 - 69;1;30;
2001;Monozytenleukämie (C93);70 - 74;27;41;
2001;Monozytenleukämie (C93);75 - 79;27;62;
2001;Monozytenleukämie (C93);80 - 84;27;25;
2001;Monozytenleukämie (C93);85+;15;37;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);0 - 4;4;3;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);5 - 9;0;1;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);10 - 14;1;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);15 - 19;0;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);20 - 24;0;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);25 - 29;0;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);30 - 34;0;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);35 - 39;1;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);40 - 44;1;2;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);45 - 49;1;1;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);50 - 54;0;2;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);55 - 59;2;4;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);60 - 64;8;3;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);65 - 69;3;0;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);70 - 74;9;26;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);75 - 79;15;1;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);80 - 84;7;22;
2001;sonstg. Leukämien n.n.bez. Zelltyps (C94);85+;1;0;
2001;Leukämien n.n.bez. Zelltyps (C95);0 - 4;1;0;
2001;Leukämien n.n.bez. Zelltyps (C95);5 - 9;0;0;
2001;Leukämien n.n.bez. Zelltyps (C95);10 - 14;0;1;
2001;Leukämien n.n.bez. Zelltyps (C95);15 - 19;0;2;
2001;Leukämien n.n.bez. Zelltyps (C95);20 - 24;0;0;
2001;Leukämien n.n.bez. Zelltyps (C95);25 - 29;0;0;
2001;Leukämien n.n.bez. Zelltyps (C95);30 - 34;0;0;
2001;Leukämien n.n.bez. Zelltyps (C95);35 - 39;0;7;
2001;Leukämien n.n.bez. Zelltyps (C95);40 - 44;0;0;
2001;Leukämien n.n.bez. Zelltyps (C95);45 - 49;0;1;
2001;Leukämien n.n.bez. Zelltyps (C95);50 - 54;5;1;
2001;Leukämien n.n.bez. Zelltyps (C95);55 - 59;1;0;
2001;Leukämien n.n.bez. Zelltyps (C95);60 - 64;10;7;
2001;Leukämien n.n.bez. Zelltyps (C95);65 - 69;28;9;
2001;Leukämien n.n.bez. Zelltyps (C95);70 - 74;17;17;
2001;Leukämien n.n.bez. Zelltyps (C95);75 - 79;49;58;
2001;Leukämien n.n.bez. Zelltyps (C95);80 - 84;41;38;
